CustomerID,Gender,Age,Annual Income ($),Profession,Work Experience,Family Size,Spending Score (1-100)
665,Male,26,79526,Marketing,9,7,6
666,Male,28,101414,,8,1,64
667,Female,92,109519,Entertainment,1,4,72
668,Female,59,156880,Artist,0,7,70
669,Male,15,157278,Artist,0,6,58
670,Female,23,144916,Engineer,1,7,84
671,Male,54,59163,Marketing,3,3,100
672,Female,93,93991,Artist,1,3,49
673,Female,65,58318,Doctor,1,1,45
674,Female,13,180786,Lawyer,1,5,88
675,Male,71,84622,Doctor,0,6,45
676,Male,1,92674,Artist,8,4,59
677,Female,57,87553,Artist,1,1,94
678,Male,14,74174,Entertainment,1,2,79
679,Female,77,180831,Healthcare,1,2,33
680,Female,89,137397,Doctor,1,7,33
681,Male,17,96154,Artist,1,4,100
682,Male,86,172477,Entertainment,1,3,69
683,Male,42,59954,Executive,4,4,37
684,Female,29,112240,Entertainment,0,4,95
685,Female,54,145679,Artist,0,2,35
686,Male,96,136265,Artist,12,5,49
687,Female,58,74869,Healthcare,0,3,12
688,Female,52,109425,Engineer,0,1,46
689,Female,3,126015,Healthcare,0,1,57
690,Female,13,156951,Healthcare,4,7,66
691,Female,3,127172,Healthcare,1,2,68
692,Male,89,113834,Doctor,0,3,22
693,Male,83,132005,Entertainment,0,5,2
694,Female,80,171323,Lawyer,10,4,78
695,Female,74,92355,Entertainment,1,4,87
696,Male,42,60982,Healthcare,0,5,3
697,Female,91,51742,Artist,8,3,33
698,Female,31,138612,Executive,9,2,71
699,Male,8,158123,Artist,1,1,84
700,Male,64,164675,Executive,0,5,65
701,Female,41,172882,Healthcare,8,7,27
702,Female,62,70119,Artist,0,1,93
703,Male,41,113998,Healthcare,7,7,26
704,Male,22,114011,,5,7,40
705,Male,5,57265,Entertainment,7,7,89
706,Female,38,130597,Artist,6,1,2
707,Female,88,121597,Engineer,0,5,7
708,Male,56,103210,Artist,6,6,100
709,Male,47,66308,Executive,0,4,8
710,Male,4,141336,Homemaker,2,1,93
711,Male,82,153632,Entertainment,9,7,76
712,Female,31,65520,Lawyer,1,2,71
713,Female,69,153217,Healthcare,1,6,83
714,Male,62,92768,Doctor,1,1,75
715,Female,54,132345,Artist,0,2,10
716,Female,60,186069,Marketing,1,2,49
717,Female,31,53802,Artist,1,7,32
718,Female,17,103739,Healthcare,6,4,62
719,Female,15,50550,Healthcare,9,7,34
720,Female,37,145648,Healthcare,7,6,21
721,Male,36,85737,Executive,0,3,37
722,Female,27,99950,Entertainment,0,4,20
723,Female,11,83220,Engineer,7,4,21
724,Male,83,73410,Entertainment,8,5,50
725,Female,71,64310,Marketing,2,1,43
726,Female,20,59844,Doctor,0,1,79
727,Male,3,67787,Executive,1,6,1
728,Male,52,172841,Engineer,0,1,4
729,Male,75,145528,Healthcare,1,2,61
730,Male,36,173807,Artist,0,2,42
731,Male,60,185794,Entertainment,7,1,69
732,Male,8,119780,Healthcare,1,3,71
733,Female,9,158596,Artist,1,2,86
734,Female,41,118122,Entertainment,0,6,52
735,Male,38,99964,Healthcare,7,4,11
736,Female,69,120752,Executive,1,6,27
737,Female,33,189630,Executive,5,5,53
738,Male,64,125510,Healthcare,3,3,6
739,Male,19,101799,Engineer,1,1,49
740,Female,88,92914,Artist,0,3,74
741,Female,91,162465,Engineer,9,3,59
742,Male,84,163818,Engineer,2,1,27
743,Female,43,53832,Entertainment,4,1,56
744,Female,30,140190,Engineer,1,4,49
745,Male,16,125836,Healthcare,1,4,69
746,Male,89,100938,Entertainment,0,7,27
747,Male,5,168670,Artist,1,3,37
748,Female,54,176885,Entertainment,0,3,10
749,Female,41,111174,Artist,4,5,28
750,Male,80,127335,Artist,6,6,97
751,Male,37,149103,Healthcare,10,1,3
752,Male,87,167705,Healthcare,0,7,31
753,Female,50,183548,Entertainment,1,4,85
754,Female,14,50396,Lawyer,0,6,46
755,Female,17,63557,Marketing,1,1,3
756,Female,98,87878,Artist,1,6,55
757,Male,3,55634,Engineer,8,3,53
758,Female,83,118110,Engineer,1,5,26
759,Male,13,129396,Artist,6,6,36
760,Female,46,62628,Entertainment,8,6,64
761,Female,25,51700,Healthcare,4,6,17
762,Female,4,106816,Artist,7,5,49
763,Male,64,93000,Lawyer,0,2,67
764,Female,84,144148,Doctor,1,4,71
765,Male,12,101388,Artist,0,2,90
766,Female,56,171560,Engineer,0,2,78
767,Male,58,156366,Entertainment,8,1,60
768,Female,0,143910,Marketing,1,7,22
769,Female,25,106569,Engineer,1,3,84
770,Male,28,173009,Healthcare,9,6,25
771,Male,78,54252,Engineer,0,5,29
772,Male,56,104600,Entertainment,6,3,57
773,Male,91,50250,Artist,0,2,54
774,Male,77,93242,Entertainment,0,7,84
775,Female,83,156839,Artist,3,7,38
776,Female,64,71305,Artist,9,2,39
777,Male,19,85975,Entertainment,0,6,73
778,Male,94,188107,Engineer,10,2,52
779,Male,19,82333,Marketing,1,2,35
780,Male,84,125016,Entertainment,1,7,25
781,Female,10,148908,Healthcare,2,3,10
782,Female,19,58217,Artist,0,1,70
783,Male,74,76521,Engineer,7,4,29
784,Female,95,117763,Artist,1,2,42
785,Female,34,115184,Homemaker,1,4,93
786,Male,30,54251,Artist,2,6,7
787,Female,53,112530,Entertainment,2,6,24
788,Male,67,107409,Artist,1,6,2
789,Female,23,84793,Homemaker,9,6,23
790,Female,25,66952,Entertainment,1,2,79
791,Female,84,153465,Lawyer,1,4,11
792,Female,1,178214,Artist,1,7,17
793,Male,70,152069,Entertainment,4,4,42
794,Female,56,132860,Healthcare,7,2,17
795,Female,0,147719,Lawyer,1,7,86
796,Female,91,172915,Doctor,9,1,29
797,Female,81,148594,Entertainment,3,5,29
798,Male,33,61986,Executive,0,1,77
799,Male,75,91456,Artist,1,4,13
800,Male,11,166247,Executive,1,2,84
801,Female,61,140516,Artist,0,3,50
802,Male,81,148208,,5,7,36
803,Female,62,133822,Marketing,0,4,78
804,Female,44,175424,Artist,4,5,32
805,Female,67,121528,Healthcare,8,4,92
806,Female,30,189369,Healthcare,0,3,69
807,Female,92,80808,Artist,1,1,26
808,Male,25,57535,Entertainment,1,7,84
809,Female,61,163509,Healthcare,0,4,51
810,Female,72,75884,Executive,0,7,57
811,Female,89,157759,Artist,1,6,52
812,Female,37,184813,Executive,0,2,44
813,Male,59,187253,Executive,8,7,51
814,Male,41,81718,Entertainment,1,3,36
815,Male,60,150019,Doctor,1,2,37
816,Female,81,53452,Entertainment,1,6,73
817,Male,85,150765,Homemaker,8,2,42
818,Female,91,154456,,0,7,71
819,Female,65,56647,Doctor,6,4,12
820,Female,19,117477,Healthcare,6,7,48
821,Female,78,79677,Artist,10,7,9
822,Female,0,116759,Marketing,7,3,28
823,Male,26,180702,Entertainment,6,1,21
824,Female,2,122698,Entertainment,8,1,100
825,Female,60,169346,Healthcare,7,2,55
826,Female,67,93176,Artist,4,1,25
827,Female,4,75853,Homemaker,4,5,40
828,Male,7,119362,Engineer,8,1,58
829,Male,28,81545,Artist,4,7,36
830,Male,67,67372,Artist,0,7,75
831,Female,30,109703,Executive,1,1,61
832,Male,38,166697,Marketing,13,4,39
833,Female,40,124982,Engineer,1,7,34
834,Female,6,146776,Lawyer,1,7,83
835,Female,3,147548,Executive,4,5,45
836,Female,51,117620,Healthcare,7,6,60
837,Male,63,85351,Healthcare,0,2,57
838,Male,65,174432,Artist,0,7,8
839,Male,44,70787,Doctor,1,3,68
840,Female,90,75473,Healthcare,0,7,63
841,Male,76,90082,Healthcare,1,6,49
842,Female,62,185388,Healthcare,0,2,54
843,Female,5,168110,Doctor,14,6,69
844,Female,67,184628,Artist,12,2,38
845,Female,38,176551,Healthcare,8,1,45
846,Female,31,76422,Healthcare,9,7,21
847,Male,2,164248,Entertainment,9,3,51
848,Female,82,109188,Lawyer,5,7,38
849,Female,66,132951,Healthcare,4,1,26
850,Female,75,164598,Healthcare,8,1,32
851,Male,69,186655,,7,2,32
852,Female,62,111859,Healthcare,6,1,86
853,Female,0,121926,Lawyer,7,1,41
854,Female,11,143047,Executive,1,3,42
855,Female,22,131748,Artist,1,3,23
856,Male,76,142801,Lawyer,0,1,23
857,Male,85,142723,Engineer,0,6,46
858,Male,21,155151,Marketing,14,3,16
859,Female,64,153607,Healthcare,1,4,48
860,Male,94,144192,Healthcare,0,3,34
861,Female,83,174159,Lawyer,4,4,22
862,Female,93,73642,Marketing,0,3,50
863,Female,12,170319,Artist,8,7,46
864,Female,0,141351,Engineer,0,2,10
865,Female,79,167411,Marketing,12,5,9
866,Male,90,58289,Artist,5,6,49
867,Female,45,79801,Doctor,0,2,77
868,Female,82,146118,Marketing,8,7,52
869,Female,57,57337,Healthcare,1,4,14
870,Female,43,113575,Entertainment,1,2,6
871,Male,63,122658,Engineer,6,2,65
872,Female,62,151836,Artist,0,6,13
873,Female,43,185900,Homemaker,9,4,80
874,Female,34,94029,Healthcare,1,4,98
875,Female,30,157290,Artist,2,2,22
876,Male,97,175996,Entertainment,10,4,42
877,Male,68,102016,Artist,0,4,37
878,Male,16,77902,Artist,1,2,67
879,Female,15,81138,Healthcare,9,7,86
880,Male,25,128258,Executive,0,2,48
881,Female,29,62475,Artist,6,4,24
882,Female,85,82854,Artist,6,4,75
883,Female,30,59284,Doctor,7,7,38
884,Female,13,141580,Healthcare,0,4,92
885,Female,88,171362,Executive,6,4,90
886,Male,5,78274,Artist,9,2,65
887,Female,95,76646,Artist,0,1,61
888,Female,92,78308,Executive,5,2,66
889,Female,63,78971,Engineer,1,2,89
890,Female,75,65528,Marketing,1,5,73
891,Male,67,94199,Artist,5,7,71
892,Female,58,135705,Engineer,8,7,48
893,Male,52,130573,Entertainment,8,3,31
894,Female,85,152303,Artist,1,5,68
895,Female,31,144582,Doctor,1,1,89
896,Female,84,93288,Artist,10,6,60
897,Female,93,88192,Marketing,10,2,3
898,Male,18,62362,Lawyer,7,3,81
899,Male,73,74350,Lawyer,10,1,39
900,Male,3,144103,Healthcare,8,7,42
901,Male,1,75518,Lawyer,7,3,17
902,Male,53,160980,Doctor,4,2,62
903,Female,75,102904,Artist,7,6,28
904,Female,15,174501,,9,7,37
905,Female,47,157661,Healthcare,6,6,57
906,Female,66,118385,Healthcare,10,3,8
907,Female,17,116463,Artist,8,4,100
908,Female,1,161212,Artist,9,6,14
909,Male,16,172601,Marketing,4,6,50
910,Female,52,167214,Homemaker,8,7,94
911,Male,21,69644,Artist,5,1,19
912,Female,19,120215,Homemaker,7,2,46
913,Female,29,180401,Engineer,7,6,23
914,Female,40,113739,Artist,5,7,93
915,Male,76,111717,Healthcare,1,2,41
916,Male,91,62808,Engineer,0,4,20
917,Female,24,67582,Artist,1,3,13
918,Male,4,96543,Artist,9,1,60
919,Male,90,89667,Artist,0,2,69
920,Female,56,98980,Engineer,0,1,65
921,Male,14,124998,Lawyer,1,3,17
922,Male,52,189091,Artist,0,6,12
923,Female,14,153842,Artist,1,3,3
924,Male,30,106314,Artist,0,7,16
925,Female,70,62901,Artist,8,5,60
926,Male,14,149618,Healthcare,4,6,78
927,Female,95,72068,Healthcare,0,6,97
928,Male,25,81367,,0,3,87
929,Female,95,118575,Entertainment,1,3,10
930,Female,12,82382,Executive,1,3,97
931,Male,82,114776,Entertainment,10,3,55
932,Female,2,145597,Artist,1,6,81
933,Male,51,162072,Engineer,1,1,86
934,Male,63,172872,Healthcare,0,7,11
935,Female,30,182162,Artist,1,3,6
936,Female,68,71467,Artist,5,7,81
937,Female,21,85568,Healthcare,0,6,1
938,Female,99,56851,Entertainment,6,3,72
939,Female,0,116782,Artist,9,5,73
940,Female,80,67781,Entertainment,4,4,1
941,Female,51,70152,Healthcare,0,2,29
942,Male,18,185861,Artist,3,6,82
943,Male,43,162595,Artist,3,3,17
944,Female,29,80098,Lawyer,10,6,54
945,Female,20,184801,Lawyer,1,1,8
946,Female,39,58908,Artist,6,6,37
947,Female,9,146011,Marketing,9,5,69
948,Female,45,135174,Artist,9,4,39
949,Female,65,114244,Artist,0,1,64
950,Female,64,157207,Healthcare,0,4,52
951,Female,81,128834,Entertainment,5,4,23
952,Male,54,51166,Entertainment,0,7,24
953,Female,32,130118,Artist,0,4,36
954,Male,29,87014,Doctor,11,4,71
955,Female,25,111379,Artist,0,2,93
956,Male,5,83704,Entertainment,1,1,82
957,Female,55,90558,Healthcare,8,2,49
958,Male,12,187343,Healthcare,6,3,14
959,Female,81,111174,Entertainment,9,6,48
960,Male,87,64461,Engineer,4,4,63
961,Male,12,109618,Artist,7,3,97
962,Male,91,189357,Lawyer,7,1,4
963,Female,63,120955,Artist,6,1,79
964,Female,97,168898,Homemaker,8,7,54
965,Male,89,130431,Healthcare,6,3,52
966,Male,59,161091,Engineer,9,1,56
967,Female,26,69988,Homemaker,5,4,2
968,Female,5,169702,Doctor,5,1,98
969,Male,32,186897,Healthcare,1,7,49
970,Female,98,109061,Engineer,6,1,41
971,Male,31,188620,Artist,3,6,30
972,Female,59,108675,Artist,4,5,57
973,Female,80,177601,Entertainment,0,2,34
974,Female,12,87365,Marketing,1,2,3
975,Male,80,95929,Engineer,0,2,23
976,Male,59,97185,Entertainment,0,5,87
977,Female,56,103838,Artist,1,2,17
978,Male,18,129260,Doctor,1,3,11
979,Female,66,151184,Artist,1,4,19
980,Female,67,177512,Engineer,2,3,62
981,Male,39,140099,Lawyer,0,7,51
982,Male,23,67535,Healthcare,7,6,97
983,Male,47,133236,Executive,1,6,61
984,Female,41,87975,Homemaker,9,7,5
985,Female,40,164350,Healthcare,0,5,23
986,Male,36,55109,Artist,8,3,53
987,Female,12,67613,Entertainment,1,2,40
988,Female,60,185306,Entertainment,0,2,47
989,Female,24,154787,Executive,3,5,84
990,Female,17,109759,Artist,9,3,96
991,Female,92,114571,Executive,1,3,51
992,Male,32,130697,Artist,1,2,93
993,Male,39,115916,Doctor,13,6,24
994,Female,50,69814,Artist,9,2,53
995,Female,85,118161,Engineer,0,4,74
996,Male,65,56583,Healthcare,2,3,65
997,Female,17,185843,Artist,4,3,36
998,Female,31,171825,Entertainment,10,4,22
999,Male,24,77976,Artist,11,3,95
1000,Male,97,66312,Entertainment,0,1,75
1001,Female,92,81839,Entertainment,0,4,11
1002,Female,80,55712,Artist,5,6,5
1003,Male,33,158335,Healthcare,2,5,45
1004,Male,8,74253,Lawyer,1,6,45
1005,Male,67,119625,Healthcare,4,4,3
1006,Female,8,129743,Artist,0,2,6
1007,Female,61,101007,Lawyer,0,6,60
1008,Male,83,87529,Artist,9,7,49
1009,Male,8,151648,Healthcare,8,6,98
1010,Male,69,61637,,0,5,67
1011,Male,14,164659,Entertainment,1,6,59
1012,Female,80,125623,Executive,0,4,62
1013,Female,85,104054,Artist,8,4,22
1014,Male,88,83535,Artist,1,5,56
1015,Female,76,166245,Executive,7,3,13
1016,Female,32,100890,Entertainment,4,4,60
1017,Female,99,55972,Entertainment,1,7,83
1018,Female,85,134282,Artist,2,5,39
1019,Female,25,106669,Lawyer,1,7,22
1020,Female,99,145777,Executive,1,5,94
1021,Male,41,119259,Healthcare,1,5,91
1022,Female,1,150174,Artist,2,2,59
1023,Female,45,55472,Healthcare,1,3,51
1024,Male,55,99423,Healthcare,0,5,82
1025,Female,20,146221,Marketing,0,3,25
1026,Female,33,84238,Artist,1,2,31
1027,Male,92,57032,Entertainment,1,5,75
1028,Male,93,88811,Engineer,0,4,52
1029,Male,60,167420,Artist,5,2,38
1030,Male,38,101846,Doctor,3,2,17
1031,Male,15,114061,Artist,2,5,87
1032,Male,74,147449,Artist,1,5,16
1033,Female,47,83043,Executive,0,1,76
1034,Female,96,168990,Doctor,9,5,81
1035,Male,97,73867,Healthcare,4,5,65
1036,Female,35,165772,Healthcare,1,4,51
1037,Female,19,178217,Marketing,0,3,38
1038,Male,60,162612,Engineer,1,6,98
1039,Male,37,99872,Entertainment,11,3,53
1040,Female,49,142566,Artist,1,7,77
1041,Female,1,111424,Entertainment,8,5,80
1042,Male,43,187841,Artist,1,4,38
1043,Female,46,171921,Artist,1,6,50
1044,Female,65,115299,Artist,6,3,87
1045,Male,75,94129,Healthcare,6,7,27
1046,Male,40,172378,Entertainment,5,6,39
1047,Male,28,146597,Engineer,1,4,31
1048,Female,78,64057,Doctor,0,3,44
1049,Female,22,163585,Artist,9,5,49
1050,Male,6,93186,Entertainment,1,3,83
1051,Male,46,149764,Entertainment,0,6,1
1052,Male,17,116822,Doctor,1,3,84
1053,Female,46,109346,Entertainment,1,2,37
1054,Female,72,111587,Artist,7,4,99
1055,Female,38,166644,Artist,8,6,66
1056,Female,50,181270,Artist,1,1,56
1057,Male,47,65207,Healthcare,1,2,81
1058,Female,72,112146,Homemaker,8,4,21
1059,Male,8,104953,Doctor,1,6,57
1060,Female,34,139009,Artist,0,4,24
1061,Female,53,67916,Healthcare,0,6,82
1062,Female,82,99983,Executive,0,1,88
1063,Male,63,131122,Artist,9,6,40
1064,Female,58,173190,Doctor,9,4,37
1065,Male,23,122712,Marketing,1,1,21
1066,Female,80,55792,Artist,1,6,30
1067,Male,45,73892,Doctor,1,4,45
1068,Female,30,78821,,1,4,46
1069,Female,84,152475,Artist,0,7,12
1070,Male,45,152226,Artist,4,4,87
1071,Male,85,117679,Entertainment,1,3,18
1072,Male,23,146473,Artist,1,4,87
1073,Male,79,66051,Healthcare,1,7,75
1074,Male,47,162332,Entertainment,1,5,72
1075,Female,93,166018,Doctor,0,3,71
1076,Female,95,67398,Entertainment,2,5,81
1077,Male,44,73760,Entertainment,1,6,70
1078,Male,95,167578,Entertainment,0,1,66
1079,Male,28,130267,Engineer,8,4,45
1080,Male,91,94846,Engineer,0,5,95
1081,Female,81,155396,Engineer,9,5,1
1082,Female,90,138013,Artist,8,7,16
1083,Male,79,148286,Entertainment,0,4,77
1084,Female,6,101031,Artist,1,1,28
1085,Female,38,52884,Lawyer,1,1,24
1086,Male,87,153230,Healthcare,8,1,15
1087,Female,93,63261,Engineer,1,7,13
1088,Male,44,90167,Engineer,0,3,84
1089,Female,10,162076,,0,3,78
1090,Female,84,53622,Artist,0,3,27
1091,Female,7,172913,Executive,3,4,94
1092,Female,41,94316,Artist,0,6,86
1093,Male,87,141383,,7,5,3
1094,Female,33,67874,Artist,0,2,55
1095,Female,34,176554,Healthcare,1,2,62
1096,Female,53,135341,Healthcare,10,2,56
1097,Female,47,129019,Healthcare,0,3,57
1098,Male,53,107879,Doctor,1,6,3
1099,Male,92,79531,Artist,1,1,4
1100,Male,89,63379,Artist,12,7,59
1101,Female,27,156258,Entertainment,0,4,54
1102,Male,70,67874,Entertainment,9,3,41
1103,Female,86,159964,Engineer,5,6,57
1104,Female,99,103706,Entertainment,1,2,50
1105,Female,96,64713,Entertainment,2,7,84
1106,Female,65,90414,Artist,1,5,55
1107,Female,82,171100,Executive,0,5,34
1108,Male,36,187305,Engineer,6,7,85
1109,Female,30,139758,Lawyer,0,6,46
1110,Female,96,91226,Healthcare,0,5,56
1111,Female,69,143928,Engineer,9,7,30
1112,Female,34,92366,Healthcare,0,6,14
1113,Male,74,175041,Artist,4,1,25
1114,Male,97,147301,Lawyer,1,5,93
1115,Male,56,119296,Engineer,0,7,49
1116,Female,30,126306,Artist,0,1,44
1117,Male,13,100647,Executive,1,3,49
1118,Female,95,168663,Engineer,11,5,16
1119,Female,2,105391,Executive,1,7,42
1120,Female,78,175179,Executive,9,4,43
1121,Female,54,165019,Entertainment,1,2,12
1122,Female,85,68212,Healthcare,7,4,26
1123,Male,13,64572,Artist,1,2,71
1124,Female,85,92591,Artist,8,2,99
1125,Female,41,69730,Artist,1,4,97
1126,Female,25,156793,Marketing,2,4,57
1127,Female,74,56848,Artist,5,1,41
1128,Male,8,148450,Healthcare,0,6,55
1129,Male,62,150619,Artist,10,6,32
1130,Male,52,100261,Artist,1,6,10
1131,Female,36,109895,Healthcare,5,2,56
1132,Male,11,152684,Lawyer,0,3,24
1133,Female,84,133765,Artist,1,3,83
1134,Female,99,57677,Lawyer,0,5,99
1135,Female,51,112358,Artist,0,6,27
1136,Female,57,73845,Artist,1,7,52
1137,Male,92,89531,Healthcare,6,2,42
1138,Male,29,118092,Entertainment,7,3,100
1139,Male,62,144242,Entertainment,1,4,49
1140,Female,43,140876,Entertainment,0,4,90
1141,Male,72,76888,Marketing,0,1,26
1142,Female,28,116644,Artist,6,3,88
1143,Female,57,143021,Executive,5,4,3
1144,Female,86,145679,Lawyer,9,6,91
1145,Female,26,64398,Lawyer,1,6,7
1146,Female,13,104512,Marketing,9,3,40
1147,Male,1,71564,Artist,1,5,68
1148,Female,89,122707,Homemaker,2,3,64
1149,Female,91,51733,Healthcare,0,5,96
1150,Female,67,138087,Marketing,1,7,63
1151,Male,63,147278,Lawyer,0,4,51
1152,Female,90,187339,Healthcare,0,6,62
1153,Female,87,129972,Executive,1,6,97
1154,Female,89,151176,Healthcare,1,2,55
1155,Female,34,74358,Artist,0,6,60
1156,Male,89,83953,Healthcare,0,3,82
1157,Male,31,62925,Engineer,1,6,24
1158,Male,55,65257,Doctor,2,3,93
1159,Female,3,188557,Healthcare,9,2,4
1160,Male,64,163783,Healthcare,3,1,84
1161,Female,1,108342,Doctor,0,3,97
1162,Female,20,155951,Healthcare,7,4,21
1163,Female,18,183071,Artist,7,4,29
1164,Female,83,124104,Healthcare,4,6,20
1165,Female,21,136747,Healthcare,1,1,3
1166,Male,19,189498,Artist,4,1,18
1167,Female,74,76149,Artist,9,6,48
1168,Female,44,185550,Artist,0,1,54
1169,Female,52,119567,Artist,5,2,19
1170,Female,14,79806,Engineer,1,6,30
1171,Male,10,180774,Entertainment,1,5,66
1172,Female,80,90142,Lawyer,1,2,50
1173,Female,82,184481,Executive,0,2,84
1174,Female,32,66089,Artist,6,3,75
1175,Female,16,60044,Artist,4,1,83
1176,Male,61,52543,Executive,0,6,23
1177,Male,57,50429,Artist,0,1,23
1178,Male,95,178228,Engineer,1,2,45
1179,Female,38,161130,Artist,8,3,98
1180,Male,70,87976,Lawyer,1,6,38
1181,Female,40,179150,Artist,5,2,91
1182,Female,92,163442,Executive,1,6,32
1183,Female,73,108159,Entertainment,8,7,18
1184,Female,62,73419,Healthcare,0,1,14
1185,Female,12,138425,Doctor,11,6,78
1186,Male,65,54431,Healthcare,1,7,93
1187,Female,88,168437,Artist,2,2,81
1188,Female,55,71322,Entertainment,1,6,54
1189,Female,99,122548,,2,5,14
1190,Female,20,141428,Entertainment,1,5,32
1191,Male,97,142214,Artist,7,4,32
1192,Female,93,62590,Artist,9,6,43
1193,Male,84,172523,Artist,6,2,83
1194,Female,16,157588,Executive,2,6,76
1195,Female,10,143313,Doctor,4,7,57
1196,Female,59,119833,Doctor,1,2,38
1197,Female,54,70803,Entertainment,0,5,35
1198,Male,82,139008,Artist,1,4,47
1199,Male,83,126669,Artist,1,6,53
1200,Male,87,122722,Executive,9,4,10
1201,Male,1,79800,Artist,0,1,47
1202,Male,89,100155,Healthcare,6,1,5
1203,Female,32,110846,Artist,0,2,49
1204,Female,1,106841,Entertainment,0,3,69
1205,Female,54,117181,Doctor,12,5,66
1206,Female,56,86898,Healthcare,0,6,76
1207,Female,31,143241,Executive,4,7,81
1208,Female,26,146028,Healthcare,0,5,33
1209,Male,7,165287,Doctor,1,3,65
1210,Female,60,132486,Artist,1,2,9
1211,Male,92,96424,Artist,8,5,74
1212,Female,93,151468,Artist,1,5,41
1213,Female,8,76561,Healthcare,0,1,79
1214,Female,81,125316,Lawyer,0,6,81
1215,Male,21,109373,Entertainment,4,2,22
1216,Male,96,135042,Artist,0,7,12
1217,Female,78,59784,Artist,3,3,81
1218,Male,86,140687,Artist,1,2,63
1219,Male,1,182927,Healthcare,1,1,55
1220,Female,62,175534,Artist,1,6,44
1221,Male,68,170957,Lawyer,1,3,6
1222,Male,70,81197,Artist,0,4,76
1223,Female,21,104888,Healthcare,0,4,8
1224,Male,74,184838,,8,5,18
1225,Female,62,139588,Executive,0,2,66
1226,Male,22,126543,Homemaker,0,3,45
1227,Female,87,177260,Entertainment,14,2,45
1228,Male,44,156823,Healthcare,9,5,42
1229,Female,27,183201,Engineer,8,6,52
1230,Female,95,84925,Artist,4,6,46
1231,Male,89,69719,Artist,9,2,47
1232,Female,41,61355,Healthcare,1,3,13
1233,Male,41,156014,Doctor,14,5,49
1234,Male,21,184088,Entertainment,11,7,21
1235,Female,59,158372,Artist,1,1,98
1236,Female,64,135742,Healthcare,1,7,67
1237,Female,38,145704,Marketing,0,4,82
1238,Female,70,157307,Executive,4,3,23
1239,Female,25,88064,Executive,1,5,73
1240,Female,3,167226,Homemaker,3,1,59
1241,Female,70,153821,Marketing,1,4,8
1242,Male,29,170669,Doctor,9,5,78
1243,Male,88,93555,Artist,3,3,13
1244,Female,20,101941,Healthcare,1,3,18
1245,Female,58,78795,Engineer,0,6,44
1246,Female,70,55875,Engineer,0,5,94
1247,Female,44,177513,Lawyer,1,5,81
1248,Female,87,100850,Doctor,0,3,83
1249,Female,0,143082,Entertainment,0,7,63
1250,Female,96,85447,Artist,9,6,4
1251,Female,75,114213,Doctor,9,4,33
1252,Male,14,161120,Executive,0,1,69
1253,Female,8,186682,Entertainment,1,1,86
1254,Male,58,105302,Doctor,0,3,75
1255,Female,5,133400,Engineer,0,6,47
1256,Male,70,56432,Engineer,0,5,23
1257,Female,49,136467,Healthcare,3,3,72
1258,Male,60,189945,Engineer,0,5,20
1259,Female,25,163966,Lawyer,1,5,48
1260,Male,47,52152,Artist,0,3,17
1261,Male,53,145720,Homemaker,12,7,62
1262,Male,24,188034,Healthcare,1,5,61
1263,Female,46,127911,Homemaker,9,2,3
1264,Female,70,174114,Lawyer,1,1,31
1265,Male,53,144489,Artist,14,3,10
1266,Male,63,77440,Lawyer,0,5,47
1267,Female,24,86119,Artist,1,6,44
1268,Female,5,100056,Entertainment,1,3,49
1269,Male,7,66686,Artist,8,7,50
1270,Female,71,74696,Doctor,1,6,41
1271,Male,23,65641,Entertainment,4,5,50
1272,Female,0,61228,Entertainment,1,6,81
1273,Female,2,138529,Healthcare,0,4,87
1274,Female,72,152405,Artist,1,4,4
1275,Male,18,157757,Doctor,0,4,84
1276,Male,11,166361,Engineer,6,4,59
1277,Female,95,67227,Artist,1,7,30
1278,Male,20,161156,Engineer,0,4,88
1279,Female,58,170647,Healthcare,1,7,70
1280,Female,67,161646,Healthcare,0,2,36
1281,Male,43,98016,Healthcare,9,6,18
1282,Male,36,50526,Artist,0,6,19
1283,Male,2,175208,Executive,8,4,43
1284,Female,35,97721,Engineer,0,7,48
1285,Female,81,142013,Entertainment,3,4,81
1286,Male,84,166737,Artist,0,3,76
1287,Female,18,62651,Entertainment,0,2,13
1288,Female,54,179546,Homemaker,8,4,4
1289,Female,98,51866,Artist,12,7,81
1290,Female,75,86297,Executive,9,4,42
1291,Female,98,65031,Artist,0,4,23
1292,Male,94,69383,Entertainment,0,2,25
1293,Male,24,70733,Artist,5,3,63
1294,Female,47,187898,Artist,6,2,89
1295,Female,40,116001,Engineer,1,4,55
1296,Male,68,87040,Artist,9,1,4
1297,Female,18,180956,Artist,2,2,74
1298,Female,83,115517,Healthcare,0,6,82
1299,Male,34,76979,Lawyer,1,3,46
1300,Male,81,50798,Artist,10,5,56
1301,Female,61,146350,Artist,1,3,43
1302,Female,77,81112,Healthcare,5,3,61
1303,Male,52,80605,Doctor,1,6,20
1304,Male,40,171949,Doctor,1,6,11
1305,Male,93,159006,Artist,8,6,26
1306,Female,45,177368,Healthcare,1,2,96
1307,Female,83,187643,Artist,1,1,3
1308,Male,23,93841,Lawyer,0,7,25
1309,Male,15,131061,Healthcare,0,7,92
1310,Male,79,146130,Entertainment,6,6,20
1311,Male,80,84471,Doctor,1,5,79
1312,Female,35,144485,Entertainment,0,4,15
1313,Female,39,158638,Healthcare,2,5,78
1314,Male,4,96693,Entertainment,0,4,28
